appid,name,release_date,english,developer,publisher,platforms,required_age,categories,genres,steamspy_tags,achievements,positive_ratings,negative_ratings,average_playtime,median_playtime,owners,price,total_ratings,positive_ratings_percent
9420,Supreme Commander: Forged Alliance,2011-09-28,1,Gas Powered Games,Square Enix,windows,0,Single-player;Multi-player,['Strategy'],Strategy;RTS;Sci-fi,0,4969,174,803,1067,1000000-2000000,8.99,5143,96.61676064553762
250760,Shovel Knight: Treasure Trove,2014-06-26,1,Yacht Club Games,Yacht Club Games,windows;mac;linux,0,Single-player;Local Co-op;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,"['Action', 'Adventure', 'Indie']",Platformer;Pixel Graphics;Great Soundtrack,85,9334,332,501,611,500000-1000000,18.99,9666,96.56528036416304
220,Half-Life 2,2004-11-16,1,Valve,Valve,windows;mac;linux,0,Single-player;Steam Achievements;Steam Trading Cards;Captions available;Partial Controller Support;Steam Cloud;Includes Source SDK,['Action'],FPS;Action;Sci-fi,33,67902,2419,691,402,10000000-20000000,7.19,70321,96.56006029493324
373770,LiEat,2016-02-25,1,△○□× (Miwashiba),AGM PLAYISM,windows,0,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support,"['Indie', 'RPG']",Anime;RPG;Cute,30,2637,94,258,246,100000-200000,1.99,2731,96.55803734895643
435400,Hidden Folks,2017-02-15,1,Adriaan de Jongh;Sylvain Tegroeg,Adriaan de Jongh,windows;mac;linux,0,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud,"['Adventure', 'Casual', 'Indie']",Hidden Object;Casual;Indie,7,4514,161,87,118,200000-500000,5.99,4675,96.55614973262033
246420,Kingdom Rush,2014-01-06,1,Ironhide Game Studio,Ironhide Game Studio,windows;mac;linux,0,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud,"['Action', 'Indie', 'Strategy']",Tower Defense;Strategy;Indie,72,5101,182,225,253,200000-500000,6.99,5283,96.55498769638463
310360,Higurashi When They Cry Hou - Ch.1 Onikakushi,2015-05-15,1,07th Expansion,MangaGamer,windows;mac;linux,0,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud,['Adventure'],Visual Novel;Mystery;Anime,14,1383,50,279,295,100000-200000,4.79,1433,96.51081646894627
70400,Recettear: An Item Shop's Tale,2010-09-10,1,EasyGameStation,Carpe Fulgur LLC,windows,0,Single-player;Partial Controller Support,"['RPG', 'Indie']",Capitalism;Anime;RPG,0,5047,183,764,1136,200000-500000,12.99,5230,96.50095602294455
265610,Epic Battle Fantasy 4,2014-02-25,1,Matt Roszak,Matt Roszak,windows,0,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud,"['Adventure', 'RPG']",RPG;Turn-Based;Adventure,104,2180,80,384,384,200000-500000,8.99,2260,96.46017699115043
732430,Superflight,2017-11-08,1,GrizzlyGames,GrizzlyGames,windows,0,Single-player;Steam Achievements;Partial Controller Support;Steam Leaderboards,"['Action', 'Casual', 'Indie', 'Racing', 'Sports']",Indie;Casual;Relaxing,24,5243,193,87,15,200000-500000,2.09,5436,96.44959529065488
504210,SHENZHEN I/O,2016-11-17,1,Zachtronics,Zachtronics,windows;mac;linux,0,Single-player;Steam Achievements;Steam Workshop;Steam Cloud;Steam Leaderboards;Includes level editor,"['Indie', 'Simulation']",Programming;Simulation;Puzzle,6,1682,62,332,336,100000-200000,10.99,1744,96.44495412844036
578620,GORN,2017-07-10,1,Free Lives,Devolver Digital,windows,0,Single-player;SteamVR Collectibles,"['Action', 'Indie', 'Early Access']",Early Access;Violent;VR,0,3357,124,394,563,100000-200000,14.99,3481,96.43780522838264
265890,Hexcells,2014-02-19,1,Matthew Brown,Matthew Brown,windows;mac;linux,0,Single-player;Steam Achievements,"['Casual', 'Indie', 'Strategy']",Puzzle;Indie;Casual,6,3482,129,49,49,200000-500000,1.99,3611,96.42758238715038
280220,Creeper World 3: Arc Eternal,2014-03-27,1,Knuckle Cracker,Knuckle Cracker,windows;mac;linux,0,Single-player;Steam Achievements;Steam Cloud;Stats;Includes level editor,"['Indie', 'Simulation', 'Strategy']",Strategy;Tower Defense;Indie,139,2347,87,862,894,100000-200000,11.39,2434,96.42563681183238
373390,Contradiction - Spot The Liar!,2015-07-10,1,Baggy Cat Ltd,Baggy Cat,windows;mac,12,Single-player;Steam Achievements;Steam Cloud,"['Adventure', 'RPG', 'Strategy']",FMV;Adventure;Detective,17,1644,61,0,0,20000-50000,6.99,1705,96.42228739002933
553310,Lethal League Blaze,2018-10-24,1,Team Reptile,Team Reptile,windows,0,Single-player;Multi-player;Online Multi-Player;Local Multi-Player;Shared/Split Screen;Steam Achievements;Full controller support;Steam Cloud,"['Action', 'Indie', 'Sports']",Action;Indie;Great Soundtrack,15,1748,65,343,343,50000-100000,17.99,1813,96.41478212906785
355980,Dungeon Warfare,2015-11-04,1,Valsar,Valsar,windows;mac;linux,0,Single-player;Steam Achievements;Steam Workshop;Steam Cloud;Includes level editor,"['Indie', 'Strategy']",Strategy;Tower Defense;Indie,35,990,37,604,770,50000-100000,6.99,1027,96.39727361246348
247080,Crypt of the NecroDancer,2015-04-23,1,Brace Yourself Games,Brace Yourself Games;Klei Entertainment,windows;mac;linux,0,Single-player;Local Co-op;Steam Achievements;Full controller support;Steam Trading Cards;Captions available;Steam Workshop;Steam Cloud;Steam Leaderboards;Includes level editor,"['Action', 'Indie', 'RPG']",Rhythm;Rogue-like;Great Soundtrack,44,14162,533,326,290,1000000-2000000,10.99,14695,96.37291595780879
319630,Life is Strange - Episode 1,2015-01-29,1,DONTNOD Entertainment;Feral Interactive (Mac);Feral Interactive (Linux),Square Enix;Feral interactive (Mac);Feral Interactive (Linux),windows;mac;linux,16,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,"['Action', 'Adventure']",Story Rich;Choices Matter;Great Soundtrack,60,118634,4496,412,145,5000000-10000000,0.0,123130,96.34857467717048
218410,Defender's Quest: Valley of the Forgotten (DX edition),2012-10-30,1,"Level Up Labs, LLC",Level Up Labs,windows;mac;linux,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Workshop;Steam Cloud;Includes level editor,"['Indie', 'RPG', 'Strategy']",Tower Defense;RPG;Indie,30,2688,102,899,1365,200000-500000,10.99,2790,96.34408602150538
571310,SteamWorld Dig 2,2017-09-22,1,Image & Form Games,Image & Form Games,windows;mac;linux,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,"['Action', 'Adventure', 'Indie']",Adventure;Action;Indie,34,1443,55,1726,1726,50000-100000,14.99,1498,96.32843791722297
646570,Slay the Spire,2019-01-23,1,Mega Crit Games,Mega Crit Games,windows;mac;linux,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Workshop;Steam Cloud;Stats;Steam Leaderboards,"['Indie', 'Strategy']",Card Game;Turn-Based;Rogue-like,43,26166,998,3034,1857,1000000-2000000,19.49,27164,96.32601973199823
212680,FTL: Faster Than Light,2012-09-14,1,Subset Games,Subset Games,windows;mac;linux,0,Single-player;Steam Trading Cards,"['Indie', 'Simulation', 'Strategy']",Rogue-like;Space;Indie,0,42641,1629,1111,633,2000000-5000000,6.99,44270,96.3203072057827
266010,LYNE,2014-03-17,1,Thomas Bowker,Thomas Bowker,windows;mac;linux,0,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud,"['Casual', 'Indie']",Puzzle;Indie;Casual,33,6860,263,176,233,200000-500000,1.99,7123,96.30773550470307
287980,Mini Metro,2015-11-06,1,Dinosaur Polo Club,Dinosaur Polo Club,windows;mac;linux,0,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud;Steam Leaderboards,"['Indie', 'Simulation', 'Strategy']",Strategy;Simulation;Indie,45,7464,288,212,256,500000-1000000,6.99,7752,96.28482972136223
207690,Botanicula,2012-05-07,1,Amanita Design,Amanita Design,windows;mac,0,Single-player;Steam Achievements;Steam Trading Cards,"['Adventure', 'Casual', 'Indie']",Point & Click;Adventure;Indie,53,3524,136,16,20,200000-500000,7.99,3660,96.28415300546447
322330,Don't Starve Together,2016-04-21,1,Klei Entertainment,Klei Entertainment,windows;mac;linux,0,Single-player;Multi-player;Co-op;Cross-Platform Multiplayer;Full controller support;Steam Trading Cards;Steam Workshop,"['Adventure', 'Indie', 'Simulation']",Survival;Multiplayer;Co-op,0,108601,4206,1070,404,5000000-10000000,10.99,112807,96.27150797379596
788770,Meteor 60 Seconds!,2018-02-26,1,Avocavo,Avocavo,windows;mac,12,Single-player,"['Action', 'Casual', 'Free to Play', 'Indie', 'Simulation']",Free to Play;Indie;Action,0,2271,88,41,46,200000-500000,0.0,2359,96.26960576515474
897330,Coloring Pixels,2018-08-17,1,ToastieLabs,ToastieLabs,windows;mac,0,Single-player;Steam Achievements;Steam Cloud,"['Casual', 'Free to Play', 'Indie']",Free to Play;Casual;Indie,303,1154,45,1541,1541,200000-500000,0.0,1199,96.24687239366139
497640,Trick & Treat,2016-09-26,1,Rabbiton,Rabbiton,windows,0,Single-player;Steam Achievements;Steam Cloud,"['Adventure', 'Casual', 'Free to Play', 'Indie']",Free to Play;RPGMaker;Adventure,8,1559,61,62,62,200000-500000,0.0,1620,96.23456790123457
315810,eden*,2015-01-30,1,minori,MangaGamer,windows,0,Single-player;Steam Trading Cards;Steam Cloud,['Adventure'],Anime;Visual Novel;Story Rich,0,1966,77,385,385,100000-200000,14.99,2043,96.23103279490944
362680,Fran Bow,2015-08-27,1,Killmonday Games AB,Killmonday Games AB,windows;mac;linux,16,Single-player;Steam Achievements;Steam Trading Cards,"['Adventure', 'Indie']",Psychological Horror;Story Rich;Point & Click,18,4896,192,508,654,200000-500000,10.99,5088,96.22641509433963
107100,Bastion,2011-08-16,1,Supergiant Games,Supergiant Games,windows;mac;linux,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards,"['Action', 'Indie', 'RPG']",Great Soundtrack;Indie;Action,24,27887,1098,391,234,2000000-5000000,11.39,28985,96.21183370708988
813630,Supraland,2019-04-05,1,Supra Games,Supra Games,windows,0,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support,"['Action', 'Adventure', 'Indie']",Adventure;Puzzle;Exploration,59,1041,41,0,0,50000-100000,15.49,1082,96.21072088724584
387290,Ori and the Blind Forest: Definitive Edition,2016-04-27,1,Moon Studios GmbH,Microsoft Studios,windows,0,Single-player;Steam Achievements;Full controller support;Steam Cloud;Stats,['Action'],Atmospheric;Great Soundtrack;Platformer,57,15886,627,322,410,1000000-2000000,14.99,16513,96.20299158238963
70,Half-Life,1998-11-08,1,Valve,Valve,windows;mac;linux,0,Single-player;Multi-player;Online Multi-Player;Steam Cloud;Valve Anti-Cheat enabled,['Action'],FPS;Classic;Action,0,27755,1100,1300,83,5000000-10000000,7.19,28855,96.18783573037601
348250,Google Earth VR,2016-11-16,1,Google,Google,windows,0,Single-player;VR Support;SteamVR Collectibles,"['Adventure', 'Casual', 'Free to Play', 'Simulation']",VR;Free to Play;Simulation,0,1788,71,25,25,500000-1000000,0.0,1859,96.18074233458849
433340,Slime Rancher,2017-08-01,1,Monomi Park,Monomi Park,windows;mac;linux,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,"['Action', 'Adventure', 'Indie', 'Simulation']",Cute;Exploration;Adventure,57,24205,965,1314,827,1000000-2000000,14.99,25170,96.16607071911005
70300,VVVVVV,2010-09-07,1,Terry Cavanagh,Terry Cavanagh,windows;mac;linux,0,Single-player;Full controller support,"['Action', 'Indie']",Platformer;Indie;Great Soundtrack,19,6719,268,76,74,1000000-2000000,3.99,6987,96.16430513811363
339800,HuniePop,2015-01-19,1,HuniePot,HuniePot,windows;mac;linux,18,Single-player;Steam Achievements;Steam Trading Cards,"['Indie', 'RPG', 'Simulation', 'Strategy']",Nudity;Mature;Anime,20,17761,711,2741,780,500000-1000000,6.99,18472,96.15093113902122
296490,GemCraft - Chasing Shadows,2015-04-30,1,Game in a Bottle,Armor Games Studios,windows,0,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud,"['Action', 'Indie', 'Strategy']",Tower Defense;Strategy;Indie,419,2179,88,2273,3334,100000-200000,6.99,2267,96.118217909131
825630,STEINS;GATE 0,2018-05-08,1,MAGES. Inc.,"Spike Chunsoft Co., Ltd.",windows,0,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud,['Adventure'],Visual Novel;Story Rich;Anime,28,1301,53,0,0,20000-50000,27.79,1354,96.08567208271788
204360,Castle Crashers®,2012-09-26,1,The Behemoth,The Behemoth,windows;mac,0,Single-player;Multi-player;Online Multi-Player;Local Multi-Player;Co-op;Online Co-op;Local Co-op;Shared/Split Screen;Cross-Platform Multiplayer;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards,"['Action', 'Adventure', 'Casual', 'Indie', 'RPG']",Co-op;Action;Adventure,12,50273,2063,1094,306,2000000-5000000,9.99,52336,96.05816264139408
351920,Crazy Machines 3,2016-10-18,1,Fakt Software,Daedalic Entertainment,windows,0,Single-player;Steam Achievements;Steam Trading Cards;Steam Workshop;Steam Cloud;Includes level editor,"['Simulation', 'Strategy']",Simulation;Strategy;Physics,41,3158,130,118,173,50000-100000,7.99,3288,96.04622871046229
236090,Dust: An Elysian Tail,2013-05-24,1,Humble Hearts LLC,Microsoft Studios,windows;mac;linux,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,"['Action', 'Adventure', 'Indie', 'RPG']",Action;Platformer;Indie,30,15064,625,370,247,1000000-2000000,11.99,15689,96.0163171648926
293780,Crawl,2017-04-11,1,Powerhoof,Powerhoof,windows;mac;linux,0,Single-player;Local Multi-Player;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,"['Action', 'Indie', 'RPG']",Pixel Graphics;Dungeon Crawler;Local Multiplayer,45,3757,156,64,64,200000-500000,10.99,3913,96.01328903654485
250050,Life Goes On: Done to Death,2014-04-17,1,Infinite Monkeys Entertainment Ltd.,Infinite Monkeys Entertainment Ltd.,windows;mac;linux,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,"['Action', 'Adventure', 'Casual', 'Indie']",Indie;Casual;Puzzle,21,1516,63,151,256,100000-200000,6.99,1579,96.0101329955668
40970,Stronghold Crusader HD,2013-10-21,1,FireFly Studios,FireFly Studios,windows,0,Single-player;Multi-player;Steam Trading Cards;Steam Cloud;Includes level editor,"['Simulation', 'Strategy']",Strategy;Medieval;RTS,0,4079,170,247,183,1000000-2000000,7.49,4249,95.99905860202401
242680,Nuclear Throne,2015-12-05,1,Vlambeer,Vlambeer,windows;mac;linux,0,Single-player;Shared/Split Screen;Steam Achievements;Full controller support;Steam Cloud;Stats;Steam Leaderboards,"['Action', 'Indie', 'RPG']",Rogue-like;Indie;Action,44,9694,405,682,491,500000-1000000,9.29,10099,95.98970195068819
55230,Saints Row: The Third,2011-11-17,1,Volition,Deep Silver,windows;linux,18,Single-player;Co-op;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud,['Action'],Open World;Action;Comedy,83,44810,1877,1848,1033,2000000-5000000,6.99,46687,95.97960888470024
483980,Mad Father,2016-09-22,1,sen,AGM PLAYISM,windows,0,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support,"['Adventure', 'Indie']",Horror;RPGMaker;Anime,27,1168,49,1058,1058,50000-100000,3.99,1217,95.97370583401808
683320,GRIS,2018-12-13,1,Nomada Studio,Devolver Digital,windows;mac,0,Single-player;Steam Achievements;Full controller support;Steam Cloud,"['Adventure', 'Indie']",Atmospheric;Great Soundtrack;Beautiful,17,5747,242,0,0,200000-500000,14.49,5989,95.95925864084154
231160,The Swapper,2013-05-30,1,"Olli Harjola, Otto Hantula, Tom Jubert, Carlo Castellano",Facepalm Games,windows;mac;linux,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards,"['Action', 'Adventure', 'Indie']",Puzzle;Sci-fi;Atmospheric,10,5699,242,129,184,500000-1000000,11.99,5941,95.92661168153509
238320,Outlast,2013-09-04,1,Red Barrels,Red Barrels,windows;mac;linux,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Captions available;Steam Cloud,"['Action', 'Adventure', 'Indie']",Horror;Atmospheric;First-Person,14,45966,1953,751,166,2000000-5000000,15.49,47919,95.92437237838854
302380,Floating Point,2014-06-06,1,Suspicious Developments,Suspicious Developments,windows;mac;linux,0,Single-player,"['Casual', 'Free to Play', 'Indie']",Free to Play;Casual;Indie,0,3262,139,7076,23,500000-1000000,0.0,3401,95.9129667744781
35140,Batman: Arkham Asylum Game of the Year Edition,2010-03-26,1,Rocksteady Studios;Feral Interactive (Mac),Warner Bros. Interactive Entertainment;Feral Interactive (Mac),windows;mac,0,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud,"['Action', 'Adventure']",Action;Batman;Stealth,47,20297,865,569,545,2000000-5000000,14.99,21162,95.91248464228333
866440,What Never Was,2019-01-11,1,Acke Hallgren,Acke Hallgren,windows;mac;linux,0,Single-player;Steam Achievements;Partial Controller Support,"['Adventure', 'Casual', 'Free to Play', 'Indie']",Free to Play;Adventure;Puzzle,6,1824,78,0,0,100000-200000,0.0,1902,95.89905362776025
224820,Super House of Dead Ninjas,2013-02-18,1,Megadev,Adult Swim Games,windows,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Workshop;Steam Leaderboards;Includes level editor,"['Action', 'Indie']",Action;Platformer;Rogue-like,46,1306,56,564,943,100000-200000,4.99,1362,95.88839941262849
593280,Cat Quest,2017-08-08,1,The Gentlebros,PQube Limited,windows;mac,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,"['Action', 'Adventure', 'Indie', 'RPG']",Adventure;RPG;Cute,12,2398,103,341,341,100000-200000,9.99,2501,95.88164734106357
461840,Zenge,2016-04-12,1,Michal Pawlowski,Hamster On Coke Games,windows;mac;linux,0,Single-player;Steam Achievements;Steam Trading Cards,"['Casual', 'Indie']",Indie;Puzzle;Casual,1,2325,100,133,133,100000-200000,0.79,2425,95.87628865979381
35700,Trine Enchanted Edition,2009-07-02,1,Frozenbyte,Frozenbyte,windows;mac;linux,0,Single-player;Multi-player;Co-op;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards;Steam Workshop;Steam Cloud;Includes level editor,"['Action', 'Adventure', 'Indie']",Platformer;Fantasy;Puzzle,33,9448,407,314,304,1000000-2000000,9.99,9855,95.8701166920345
883710,RESIDENT EVIL 2 / BIOHAZARD RE:2,2019-01-24,1,"CAPCOM Co., Ltd.","CAPCOM Co., Ltd.",windows,18,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,['Action'],Zombies;Survival Horror;Horror,43,24950,1075,841,843,1000000-2000000,44.99,26025,95.86935638808838
